OrderID,CustomerID,OrderDate,Product,Category,Quantity,Price,PaymentMethod,TotalAmount,Month
1989,143,2023-06-01,Headphones,Electronics,3,1358.92,Credit Card,4076.76,2023-06
1990,124,2023-02-19,Camera,Accessories,1,1264.03,Credit Card,1264.03,2023-02
1991,116,2023-06-26,Camera,Electronics,4,234.69,Credit Card,938.76,2023-06
1992,112,2023-04-06,Laptop,Electronics,4,233.09,UPI,932.36,2023-04
1993,183,2023-04-15,Headphones,Accessories,1,1229.48,COD,1229.48,2023-04
1994,124,2023-09-07,Phone,Accessories,2,1390.17,COD,2780.34,2023-09
1995,167,2023-04-27,Camera,Electronics,1,717.97,PayPal,717.97,2023-04
1996,109,2023-12-20,Camera,Accessories,1,773.51,COD,773.51,2023-12
1997,166,2023-08-16,Laptop,Accessories,2,511.48,UPI,1022.96,2023-08
1998,117,2023-03-07,Monitor,Electronics,4,1346.68,UPI,5386.72,2023-03
1999,199,2023-12-01,Phone,Electronics,3,985.11,UPI,2955.33,2023-12
2000,185,2023-09-19,Headphones,Electronics,1,467.96,PayPal,467.96,2023-09
